Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD9487,Bangalore,Indus University,4th,Robotics,WhatsApp
LD9488,Ahmedabad,Indus University,2nd,Electric Vehicle,WhatsApp
LD9489,Kolkata,CPET Academy,2nd,Robotics,WhatsApp
LD9490,Delhi,Nirma University,2nd,Data Science,Mass-Mailing
LD9491,Delhi,Nirma University,4th,Robotics,College Collaboration
LD9492,Mumbai,Indus University,2nd,Electric Vehicle,College Collaboration
LD9493,Ahmedabad,Nirma University,2nd,Robotics,Google Form
LD9494,Jaipur,Gujarat Institute Of Technology,3rd,Data Science,Mass-Mailing
LD9495,Kolkata,Chandigarh University,2nd,Electric Vehicle,LinkedIn
LD9496,Hyderabad,Gujarat Institute Of Technology,3rd,AI,Google Form
LD9497,Kolkata,Indus University,1st,Robotics,Google Form
LD9498,Hyderabad,Chandigarh University,1st,Electric Vehicle,WhatsApp
LD9499,Chandigarh,Gujarat Institute Of Technology,4th,Data Science,Google Form
LD9500,Bangalore,CPET Academy,1st,Robotics,College Collaboration
LD9501,Kolkata,CPET Academy,4th,Data Science,Mass-Mailing
LD9502,Mumbai,Chandigarh University,2nd,Electric Vehicle,Instagram
LD9503,Hyderabad,St Xaviers College,1st,Electric Vehicle,College Collaboration
LD9504,Delhi,CPET Academy,4th,Electric Vehicle,Google Form
LD9505,Hyderabad,CPET Academy,4th,Robotics,Mass-Mailing
LD9506,Ahmedabad,St Xaviers College,1st,AI,WhatsApp
LD9507,Pune,Indus University,3rd,Robotics,Instagram
LD9508,Jaipur,Gujarat Institute Of Technology,4th,Data Science,LinkedIn
LD9509,Ahmedabad,Nirma University,3rd,Robotics,College Collaboration
LD9510,Chandigarh,Gujarat Institute Of Technology,2nd,Electric Vehicle,Instagram
LD9511,Delhi,Gujarat Institute Of Technology,1st,AI,Mass-Mailing
LD9512,Mumbai,St Xaviers College,3rd,Data Science,Mass-Mailing
LD9513,Kolkata,Chandigarh University,2nd,Data Science,Google Form
LD9514,Ahmedabad,CPET Academy,2nd,Data Science,LinkedIn
LD9515,Chandigarh,Nirma University,1st,AI,Instagram
LD9516,Delhi,Gujarat Institute Of Technology,2nd,Electric Vehicle,Mass-Mailing
LD9517,Hyderabad,Chandigarh University,4th,Robotics,WhatsApp
LD9518,Hyderabad,Gujarat Institute Of Technology,1st,Data Science,WhatsApp
LD9519,Bangalore,Nirma University,3rd,Electric Vehicle,WhatsApp
LD9520,Jaipur,Chandigarh University,2nd,Data Science,Google Form
LD9521,Delhi,Gujarat Institute Of Technology,2nd,Robotics,WhatsApp
LD9522,Surat,Indus University,4th,AI,College Collaboration
LD9523,Ahmedabad,Nirma University,2nd,Data Science,WhatsApp
LD9524,Ahmedabad,CPET Academy,2nd,Electric Vehicle,WhatsApp
LD9525,Bangalore,Indus University,3rd,AI,Google Form
LD9526,Jaipur,St Xaviers College,2nd,Robotics,College Collaboration
LD9527,Hyderabad,CPET Academy,4th,Data Science,WhatsApp
LD9528,Delhi,Nirma University,3rd,Electric Vehicle,College Collaboration
LD9529,Delhi,St Xaviers College,4th,Data Science,Mass-Mailing
LD9530,Kolkata,St Xaviers College,1st,Electric Vehicle,WhatsApp
LD9531,Kolkata,Indus University,3rd,Robotics,Mass-Mailing
LD9532,Pune,St Xaviers College,4th,Robotics,Mass-Mailing
LD9533,Pune,Chandigarh University,3rd,Data Science,WhatsApp
LD9534,Chandigarh,Indus University,4th,Data Science,LinkedIn
LD9535,Bangalore,Indus University,4th,AI,College Collaboration
LD9536,Mumbai,CPET Academy,3rd,Robotics,LinkedIn
LD9537,Surat,Chandigarh University,2nd,Robotics,College Collaboration
LD9538,Mumbai,Indus University,3rd,Robotics,College Collaboration
LD9539,Ahmedabad,Chandigarh University,3rd,Electric Vehicle,College Collaboration
LD9540,Jaipur,Indus University,1st,Electric Vehicle,College Collaboration
LD9541,Kolkata,Chandigarh University,1st,AI,Google Form
LD9542,Delhi,CPET Academy,1st,AI,LinkedIn
LD9543,Mumbai,Nirma University,4th,Robotics,Google Form
LD9544,Ahmedabad,CPET Academy,3rd,Electric Vehicle,College Collaboration
LD9545,Kolkata,Indus University,1st,Electric Vehicle,Instagram
LD9546,Jaipur,St Xaviers College,4th,Data Science,Google Form
LD9547,Bangalore,Nirma University,3rd,Data Science,WhatsApp
LD9548,Kolkata,St Xaviers College,4th,Robotics,College Collaboration
LD9549,Chandigarh,Indus University,2nd,Robotics,LinkedIn
LD9550,Ahmedabad,Chandigarh University,1st,AI,WhatsApp
LD9551,Bangalore,CPET Academy,3rd,Robotics,WhatsApp
LD9552,Mumbai,Chandigarh University,1st,Data Science,Instagram
LD9553,Bangalore,CPET Academy,4th,AI,Instagram
LD9554,Mumbai,St Xaviers College,4th,Data Science,College Collaboration
LD9555,Delhi,Nirma University,2nd,Data Science,WhatsApp
LD9556,Mumbai,Nirma University,4th,AI,College Collaboration
LD9557,Pune,St Xaviers College,1st,Robotics,LinkedIn
LD9558,Bangalore,Gujarat Institute Of Technology,3rd,Data Science,Google Form
LD9559,Delhi,Gujarat Institute Of Technology,4th,Electric Vehicle,Instagram
LD9560,Ahmedabad,CPET Academy,4th,Electric Vehicle,College Collaboration
LD9561,Mumbai,CPET Academy,2nd,Electric Vehicle,WhatsApp
LD9562,Surat,Nirma University,1st,Data Science,College Collaboration
LD9563,Chandigarh,CPET Academy,3rd,Data Science,Mass-Mailing
LD9564,Hyderabad,Nirma University,4th,AI,Mass-Mailing
LD9565,Bangalore,CPET Academy,3rd,Electric Vehicle,Instagram
LD9566,Hyderabad,Indus University,3rd,AI,LinkedIn
LD9567,Delhi,CPET Academy,4th,Data Science,College Collaboration
LD9568,Mumbai,Indus University,4th,Electric Vehicle,Instagram
LD9569,Jaipur,Gujarat Institute Of Technology,4th,AI,College Collaboration
LD9570,Jaipur,Chandigarh University,1st,Electric Vehicle,Google Form
LD9571,Delhi,Nirma University,4th,Robotics,WhatsApp
LD9572,Kolkata,Indus University,3rd,Robotics,Google Form
LD9573,Ahmedabad,CPET Academy,4th,Electric Vehicle,College Collaboration
LD9574,Hyderabad,Indus University,1st,Robotics,Google Form
LD9575,Mumbai,Nirma University,3rd,Robotics,Mass-Mailing
LD9576,Jaipur,CPET Academy,3rd,Data Science,Google Form
LD9577,Jaipur,St Xaviers College,1st,Robotics,Google Form
LD9578,Jaipur,Nirma University,2nd,AI,LinkedIn
LD9579,Surat,CPET Academy,2nd,Robotics,Instagram
LD9580,Chandigarh,Nirma University,4th,Robotics,College Collaboration
LD9581,Pune,CPET Academy,1st,Electric Vehicle,Instagram
LD9582,Chandigarh,CPET Academy,4th,Data Science,LinkedIn
LD9583,Delhi,Indus University,3rd,AI,LinkedIn
LD9584,Ahmedabad,CPET Academy,2nd,Data Science,LinkedIn
LD9585,Jaipur,Chandigarh University,4th,Electric Vehicle,WhatsApp
LD9586,Chandigarh,Nirma University,1st,Electric Vehicle,College Collaboration
LD9587,Ahmedabad,Indus University,3rd,Robotics,College Collaboration
LD9588,Mumbai,CPET Academy,2nd,Electric Vehicle,WhatsApp
LD9589,Jaipur,Indus University,4th,Electric Vehicle,LinkedIn
LD9590,Hyderabad,St Xaviers College,4th,Data Science,Instagram
LD9591,Surat,Nirma University,2nd,Electric Vehicle,Google Form
LD9592,Hyderabad,Gujarat Institute Of Technology,3rd,Data Science,Instagram
LD9593,Delhi,CPET Academy,1st,AI,LinkedIn
LD9594,Pune,Gujarat Institute Of Technology,4th,Electric Vehicle,Instagram
LD9595,Jaipur,Gujarat Institute Of Technology,3rd,Electric Vehicle,Mass-Mailing
LD9596,Mumbai,Chandigarh University,2nd,Data Science,LinkedIn
LD9597,Surat,Gujarat Institute Of Technology,2nd,Robotics,Google Form
LD9598,Surat,Nirma University,2nd,Electric Vehicle,LinkedIn
LD9599,Chandigarh,St Xaviers College,2nd,Robotics,LinkedIn
LD9600,Jaipur,CPET Academy,1st,Robotics,College Collaboration
LD9601,Jaipur,Chandigarh University,2nd,Electric Vehicle,LinkedIn
LD9602,Bangalore,Chandigarh University,4th,Data Science,LinkedIn
LD9603,Delhi,CPET Academy,3rd,AI,Instagram
LD9604,Pune,Gujarat Institute Of Technology,4th,Robotics,College Collaboration
LD9605,Ahmedabad,Indus University,3rd,AI,Mass-Mailing
LD9606,Surat,Gujarat Institute Of Technology,2nd,AI,Instagram
LD9607,Ahmedabad,St Xaviers College,1st,Electric Vehicle,College Collaboration
LD9608,Surat,CPET Academy,3rd,Robotics,Google Form
LD9609,Bangalore,St Xaviers College,1st,Data Science,Google Form
LD9610,Hyderabad,Chandigarh University,2nd,Electric Vehicle,Instagram
LD9611,Pune,Nirma University,4th,Robotics,LinkedIn
LD9612,Jaipur,St Xaviers College,3rd,Electric Vehicle,Mass-Mailing
LD9613,Hyderabad,St Xaviers College,4th,Electric Vehicle,Google Form
LD9614,Hyderabad,Nirma University,2nd,Robotics,Mass-Mailing
LD9615,Ahmedabad,CPET Academy,2nd,AI,College Collaboration
LD9616,Pune,Nirma University,4th,Data Science,WhatsApp
LD9617,Ahmedabad,Indus University,1st,AI,WhatsApp
LD9618,Jaipur,Nirma University,1st,Data Science,Google Form
LD9619,Chandigarh,CPET Academy,2nd,Electric Vehicle,College Collaboration
LD9620,Chandigarh,Chandigarh University,1st,Electric Vehicle,LinkedIn
LD9621,Surat,Gujarat Institute Of Technology,2nd,Data Science,College Collaboration
LD9622,Kolkata,Nirma University,3rd,Data Science,Mass-Mailing
LD9623,Mumbai,Nirma University,2nd,Robotics,WhatsApp
LD9624,Chandigarh,Indus University,4th,Robotics,College Collaboration
LD9625,Mumbai,Gujarat Institute Of Technology,1st,AI,College Collaboration
LD9626,Bangalore,Gujarat Institute Of Technology,2nd,Electric Vehicle,Mass-Mailing
LD9627,Pune,St Xaviers College,3rd,AI,Instagram
LD9628,Jaipur,Nirma University,4th,Data Science,LinkedIn
LD9629,Bangalore,CPET Academy,4th,Electric Vehicle,Mass-Mailing
LD9630,Jaipur,Indus University,1st,Data Science,College Collaboration
LD9631,Pune,St Xaviers College,3rd,Electric Vehicle,LinkedIn
LD9632,Hyderabad,Chandigarh University,3rd,Electric Vehicle,Instagram
LD9633,Delhi,CPET Academy,1st,Robotics,Mass-Mailing
LD9634,Chandigarh,St Xaviers College,1st,Robotics,LinkedIn
LD9635,Pune,CPET Academy,4th,Electric Vehicle,Google Form
LD9636,Delhi,Gujarat Institute Of Technology,3rd,AI,Google Form
LD9637,Kolkata,St Xaviers College,4th,Data Science,Mass-Mailing
LD9638,Kolkata,CPET Academy,2nd,Data Science,Instagram
LD9639,Bangalore,Nirma University,3rd,Robotics,LinkedIn
LD9640,Kolkata,Chandigarh University,1st,Electric Vehicle,Mass-Mailing
LD9641,Bangalore,CPET Academy,2nd,AI,College Collaboration
LD9642,Surat,Chandigarh University,3rd,Data Science,Instagram
LD9643,Bangalore,Indus University,3rd,AI,College Collaboration
LD9644,Delhi,Nirma University,3rd,AI,Google Form
LD9645,Hyderabad,CPET Academy,1st,Robotics,WhatsApp
LD9646,Chandigarh,CPET Academy,1st,Robotics,Instagram
LD9647,Surat,Indus University,3rd,Electric Vehicle,College Collaboration
LD9648,Surat,St Xaviers College,4th,Data Science,Mass-Mailing
LD9649,Ahmedabad,St Xaviers College,1st,Electric Vehicle,Google Form
LD9650,Chandigarh,Nirma University,3rd,Robotics,Instagram
LD9651,Chandigarh,Nirma University,3rd,Electric Vehicle,College Collaboration
LD9652,Bangalore,Chandigarh University,1st,Robotics,College Collaboration
LD9653,Hyderabad,Nirma University,4th,Data Science,College Collaboration
LD9654,Ahmedabad,Gujarat Institute Of Technology,2nd,Data Science,Mass-Mailing
LD9655,Chandigarh,Gujarat Institute Of Technology,2nd,Electric Vehicle,LinkedIn
LD9656,Bangalore,CPET Academy,3rd,Electric Vehicle,College Collaboration
LD9657,Kolkata,Nirma University,1st,AI,Google Form
LD9658,Ahmedabad,Gujarat Institute Of Technology,2nd,Robotics,Mass-Mailing
LD9659,Ahmedabad,St Xaviers College,1st,Electric Vehicle,Instagram
LD9660,Ahmedabad,Indus University,3rd,Robotics,Instagram
LD9661,Mumbai,CPET Academy,4th,AI,College Collaboration
LD9662,Hyderabad,Chandigarh University,4th,AI,Mass-Mailing
LD9663,Pune,Indus University,1st,Data Science,WhatsApp
LD9664,Delhi,Indus University,1st,Data Science,Instagram
LD9665,Bangalore,Indus University,1st,Robotics,Instagram
LD9666,Kolkata,St Xaviers College,4th,Electric Vehicle,WhatsApp
LD9667,Surat,Chandigarh University,4th,Data Science,WhatsApp
LD9668,Kolkata,CPET Academy,3rd,Electric Vehicle,LinkedIn
LD9669,Hyderabad,CPET Academy,1st,AI,Google Form
LD9670,Delhi,Nirma University,3rd,AI,Google Form
LD9671,Mumbai,Nirma University,1st,AI,WhatsApp
LD9672,Ahmedabad,Gujarat Institute Of Technology,3rd,Electric Vehicle,College Collaboration
LD9673,Chandigarh,Indus University,2nd,Electric Vehicle,Mass-Mailing
LD9674,Hyderabad,Gujarat Institute Of Technology,4th,Robotics,Google Form
LD9675,Delhi,St Xaviers College,2nd,AI,WhatsApp
LD9676,Delhi,St Xaviers College,4th,AI,LinkedIn
LD9677,Ahmedabad,Indus University,4th,Electric Vehicle,WhatsApp
LD9678,Ahmedabad,Gujarat Institute Of Technology,2nd,Electric Vehicle,WhatsApp
LD9679,Pune,Chandigarh University,4th,Electric Vehicle,LinkedIn
LD9680,Hyderabad,Chandigarh University,2nd,Electric Vehicle,Mass-Mailing
LD9681,Kolkata,St Xaviers College,1st,Robotics,College Collaboration
LD9682,Pune,Indus University,4th,Electric Vehicle,College Collaboration
LD9683,Bangalore,St Xaviers College,2nd,Electric Vehicle,LinkedIn
LD9684,Delhi,Indus University,4th,Robotics,College Collaboration
LD9685,Bangalore,CPET Academy,3rd,AI,WhatsApp
LD9686,Surat,Nirma University,4th,Data Science,LinkedIn
LD9687,Delhi,Nirma University,4th,Robotics,LinkedIn
LD9688,Pune,CPET Academy,2nd,Robotics,College Collaboration
LD9689,Kolkata,St Xaviers College,2nd,Robotics,Google Form
LD9690,Chandigarh,Nirma University,1st,Data Science,LinkedIn
LD9691,Mumbai,Nirma University,3rd,Robotics,WhatsApp
LD9692,Surat,Nirma University,1st,AI,Google Form
LD9693,Hyderabad,Indus University,1st,Robotics,LinkedIn
LD9694,Chandigarh,Chandigarh University,3rd,AI,College Collaboration
LD9695,Chandigarh,Chandigarh University,2nd,Data Science,WhatsApp
LD9696,Bangalore,Gujarat Institute Of Technology,2nd,Data Science,Instagram
LD9697,Mumbai,Gujarat Institute Of Technology,2nd,Robotics,College Collaboration
LD9698,Bangalore,Nirma University,4th,AI,Google Form
LD9699,Surat,Gujarat Institute Of Technology,4th,Data Science,Mass-Mailing
LD9700,Hyderabad,Indus University,2nd,Data Science,LinkedIn
LD9701,Delhi,CPET Academy,3rd,Data Science,Mass-Mailing
LD9702,Pune,CPET Academy,1st,Robotics,WhatsApp
LD9703,Pune,Nirma University,2nd,Robotics,Mass-Mailing
LD9704,Kolkata,Indus University,2nd,Electric Vehicle,LinkedIn
LD9705,Delhi,Indus University,4th,AI,Google Form
LD9706,Kolkata,Indus University,4th,Electric Vehicle,LinkedIn
LD9707,Pune,CPET Academy,1st,AI,Instagram
LD9708,Chandigarh,Gujarat Institute Of Technology,2nd,AI,WhatsApp
LD9709,Surat,St Xaviers College,4th,Electric Vehicle,Mass-Mailing
LD9710,Bangalore,Indus University,4th,AI,College Collaboration
LD9711,Delhi,St Xaviers College,1st,Electric Vehicle,LinkedIn
LD9712,Kolkata,Gujarat Institute Of Technology,1st,AI,LinkedIn
LD9713,Jaipur,CPET Academy,1st,Robotics,College Collaboration
LD9714,Bangalore,Nirma University,2nd,AI,Mass-Mailing
LD9715,Surat,St Xaviers College,1st,AI,WhatsApp
LD9716,Hyderabad,Nirma University,4th,Electric Vehicle,College Collaboration
LD9717,Chandigarh,Indus University,3rd,Electric Vehicle,LinkedIn
LD9718,Mumbai,Indus University,4th,Robotics,WhatsApp
LD9719,Ahmedabad,CPET Academy,4th,AI,Mass-Mailing
LD9720,Surat,Gujarat Institute Of Technology,3rd,Data Science,LinkedIn
LD9721,Jaipur,Gujarat Institute Of Technology,1st,Robotics,Instagram
LD9722,Chandigarh,St Xaviers College,2nd,Electric Vehicle,Instagram
LD9723,Surat,Indus University,2nd,Robotics,Mass-Mailing
LD9724,Surat,Chandigarh University,4th,Electric Vehicle,Google Form
LD9725,Pune,St Xaviers College,1st,Robotics,LinkedIn
LD9726,Bangalore,St Xaviers College,2nd,Data Science,Mass-Mailing
LD9727,Bangalore,CPET Academy,4th,Data Science,College Collaboration
LD9728,Pune,Nirma University,1st,Electric Vehicle,Google Form
LD9729,Pune,Gujarat Institute Of Technology,1st,Robotics,Instagram
LD9730,Delhi,Chandigarh University,3rd,Electric Vehicle,Mass-Mailing
LD9731,Ahmedabad,Chandigarh University,3rd,Data Science,Mass-Mailing
LD9732,Ahmedabad,CPET Academy,2nd,Data Science,WhatsApp
LD9733,Bangalore,Nirma University,4th,Robotics,WhatsApp
LD9734,Surat,Indus University,4th,Robotics,LinkedIn
LD9735,Chandigarh,CPET Academy,4th,Electric Vehicle,LinkedIn
LD9736,Kolkata,Chandigarh University,4th,Electric Vehicle,Mass-Mailing
LD9737,Surat,St Xaviers College,2nd,AI,Google Form
LD9738,Chandigarh,Indus University,2nd,Electric Vehicle,College Collaboration
LD9739,Jaipur,Gujarat Institute Of Technology,1st,Electric Vehicle,College Collaboration
LD9740,Mumbai,Chandigarh University,4th,Data Science,Google Form
LD9741,Delhi,Indus University,3rd,Robotics,Google Form
LD9742,Bangalore,CPET Academy,1st,Robotics,Google Form
LD9743,Mumbai,Nirma University,3rd,Robotics,WhatsApp
LD9744,Surat,Nirma University,1st,Data Science,Mass-Mailing
LD9745,Ahmedabad,Nirma University,3rd,Robotics,WhatsApp
LD9746,Kolkata,Chandigarh University,4th,Robotics,LinkedIn
LD9747,Surat,Chandigarh University,4th,Robotics,LinkedIn
LD9748,Surat,Gujarat Institute Of Technology,2nd,Data Science,Instagram
LD9749,Kolkata,CPET Academy,1st,Data Science,Google Form
LD9750,Ahmedabad,Indus University,1st,AI,Instagram
LD9751,Surat,Gujarat Institute Of Technology,3rd,Data Science,LinkedIn
LD9752,Surat,CPET Academy,4th,Robotics,College Collaboration
LD9753,Ahmedabad,St Xaviers College,4th,Electric Vehicle,LinkedIn
LD9754,Bangalore,Chandigarh University,2nd,AI,LinkedIn
LD9755,Hyderabad,Nirma University,3rd,Data Science,LinkedIn
LD9756,Pune,St Xaviers College,1st,Data Science,WhatsApp
LD9757,Hyderabad,St Xaviers College,1st,AI,Instagram
LD9758,Hyderabad,Nirma University,2nd,AI,Mass-Mailing
LD9759,Hyderabad,CPET Academy,1st,Robotics,College Collaboration
LD9760,Bangalore,Nirma University,1st,Electric Vehicle,Google Form
LD9761,Bangalore,Nirma University,1st,Electric Vehicle,College Collaboration
LD9762,Kolkata,Nirma University,2nd,AI,Instagram
LD9763,Ahmedabad,Gujarat Institute Of Technology,2nd,Electric Vehicle,LinkedIn
LD9764,Mumbai,Nirma University,4th,AI,LinkedIn
LD9765,Surat,Indus University,1st,Electric Vehicle,Google Form
LD9766,Pune,Nirma University,3rd,Data Science,Instagram
LD9767,Mumbai,St Xaviers College,1st,Electric Vehicle,WhatsApp
LD9768,Hyderabad,St Xaviers College,2nd,Electric Vehicle,Mass-Mailing
LD9769,Jaipur,CPET Academy,3rd,Electric Vehicle,College Collaboration
LD9770,Kolkata,St Xaviers College,2nd,Robotics,LinkedIn
LD9771,Jaipur,Gujarat Institute Of Technology,1st,Data Science,Instagram
LD9772,Hyderabad,Chandigarh University,2nd,AI,Mass-Mailing
LD9773,Ahmedabad,Chandigarh University,4th,Data Science,LinkedIn
LD9774,Mumbai,CPET Academy,1st,Electric Vehicle,LinkedIn
LD9775,Delhi,CPET Academy,3rd,Robotics,Instagram
LD9776,Pune,Indus University,1st,Robotics,WhatsApp
LD9777,Ahmedabad,Gujarat Institute Of Technology,4th,Electric Vehicle,Mass-Mailing
LD9778,Chandigarh,Nirma University,3rd,Robotics,Mass-Mailing
LD9779,Kolkata,CPET Academy,1st,Data Science,Google Form
LD9780,Mumbai,Chandigarh University,4th,Robotics,Instagram
LD9781,Kolkata,Indus University,2nd,Data Science,Google Form
LD9782,Mumbai,St Xaviers College,3rd,Electric Vehicle,Mass-Mailing
LD9783,Ahmedabad,CPET Academy,3rd,Data Science,WhatsApp
LD9784,Jaipur,CPET Academy,1st,Electric Vehicle,Google Form
LD9785,Mumbai,St Xaviers College,4th,AI,College Collaboration
LD9786,Jaipur,Nirma University,1st,Robotics,Mass-Mailing
LD9787,Chandigarh,Nirma University,3rd,Electric Vehicle,WhatsApp
LD9788,Surat,Indus University,2nd,Electric Vehicle,Mass-Mailing
LD9789,Delhi,Indus University,2nd,Robotics,College Collaboration
LD9790,Chandigarh,Gujarat Institute Of Technology,1st,Robotics,College Collaboration
LD9791,Bangalore,St Xaviers College,2nd,Robotics,WhatsApp
LD9792,Mumbai,Indus University,1st,Electric Vehicle,WhatsApp
LD9793,Chandigarh,Indus University,3rd,AI,Mass-Mailing
LD9794,Hyderabad,Nirma University,2nd,Electric Vehicle,LinkedIn
LD9795,Kolkata,CPET Academy,1st,Robotics,LinkedIn
LD9796,Surat,CPET Academy,3rd,Electric Vehicle,Mass-Mailing
LD9797,Ahmedabad,Chandigarh University,4th,Electric Vehicle,College Collaboration
LD9798,Jaipur,CPET Academy,1st,Electric Vehicle,LinkedIn
LD9799,Kolkata,Gujarat Institute Of Technology,1st,Electric Vehicle,LinkedIn
LD9800,Surat,CPET Academy,2nd,AI,Google Form
LD9801,Surat,Indus University,2nd,Robotics,Instagram
LD9802,Kolkata,Chandigarh University,1st,AI,Mass-Mailing
LD9803,Ahmedabad,CPET Academy,4th,Electric Vehicle,LinkedIn
LD9804,Delhi,St Xaviers College,3rd,AI,Instagram
LD9805,Delhi,Gujarat Institute Of Technology,3rd,Electric Vehicle,LinkedIn
LD9806,Bangalore,Nirma University,3rd,AI,Instagram
